range_-100_-95,range_-105_-100,range_-10_-5,range_-110_-105,range_-115_-110,range_-120_-115,range_-125_-120,range_-130_-125,range_-135_-130,range_-140_-135,range_-145_-140,range_-150_-145,range_-155_-150,range_-15_-10,range_-160_-155,range_-165_-160,range_-170_-165,range_-175_-170,range_-180_-175,range_-185_-180,range_-190_-185,range_-195_-190,range_-200_-195,range_-20_-15,range_-25_-20,range_-30_-25,range_-35_-30,range_-40_-35,range_-45_-40,range_-50_-45,range_-55_-50,range_-5_0,range_-60_-55,range_-65_-60,range_-70_-65,range_-75_-70,range_-80_-75,range_-85_-80,range_-90_-85,range_-95_-90,range_0_5,range_100_105,range_105_110,range_10_15,range_110_115,range_115_120,range_120_125,range_125_130,range_130_135,range_135_140,range_140_145,range_145_150,range_150_155,range_155_160,range_15_20,range_160_165,range_165_170,range_170_175,range_175_180,range_180_185,range_185_190,range_190_195,range_20_25,range_25_30,range_30_35,range_35_40,range_40_45,range_45_50,range_50_55,range_55_60,range_5_10,range_60_65,range_65_70,range_70_75,range_75_80,range_80_85,range_85_90,range_90_95,range_95_100
0,1,1647,1,1,0,0,0,0,0,0,0,0,660,0,0,0,0,0,0,0,0,0,296,182,93,75,54,29,18,14,9928,7,5,2,0,1,0,1,0,60946,2,2,10582,1,2,0,0,0,0,0,0,0,0,1715,0,0,0,0,0,0,0,682,298,193,100,69,33,21,30,62275,16,7,5,3,0,2,0,1
12,4,2296,4,2,7,0,2,1,2,3,1,0,808,0,2,2,0,1,0,0,0,0,457,257,197,120,78,72,35,33,12404,29,12,14,17,5,10,5,6,62044,7,3,10227,2,8,6,2,2,2,2,5,1,2,2051,1,1,0,0,0,0,0,747,403,299,186,111,78,60,46,56683,31,20,17,15,12,8,10,10
3,2,1643,0,0,0,0,0,0,0,0,0,0,624,0,0,0,0,0,0,0,0,0,305,189,113,69,53,44,30,23,10349,16,14,14,13,8,4,4,2,61161,1,3,10616,2,0,1,0,0,0,0,0,0,0,1605,0,0,0,0,0,0,0,654,289,188,111,69,64,45,38,61532,31,30,17,9,3,4,2,3
13,5,2709,4,7,0,1,3,1,1,2,0,0,1165,0,0,0,0,0,0,0,0,0,580,313,218,114,95,66,59,56,11915,45,36,24,16,29,20,16,13,57176,5,7,12181,3,3,1,2,1,2,2,2,0,2,2739,1,2,0,1,0,0,0,1131,572,394,209,149,92,87,69,57420,46,24,44,32,23,20,16,16
0,0,2094,0,0,0,0,0,0,0,0,0,0,760,0,0,0,0,0,0,0,0,0,328,143,102,37,23,11,5,3,11628,4,3,1,1,1,1,0,0,61070,0,0,10953,0,0,0,0,0,0,0,0,0,0,2050,0,0,0,0,0,0,0,758,343,175,76,42,34,15,9,59321,3,6,0,0,0,0,0,0
14,3,2468,4,7,3,6,3,2,0,1,2,1,1173,1,0,1,2,1,1,1,1,1,643,376,268,208,160,103,71,66,11710,49,33,33,30,32,16,19,22,55666,14,7,12560,8,12,7,7,7,8,7,4,3,2,2784,1,1,0,0,0,2,1,1249,651,441,318,175,141,111,80,57966,57,41,23,28,20,25,17,7
4,0,1954,3,2,4,2,1,0,0,0,1,1,874,0,0,1,1,0,0,0,0,0,461,229,151,119,72,42,20,19,10250,15,10,10,9,7,7,4,1,55526,5,1,13290,3,2,1,1,1,2,0,1,0,1,2481,1,2,0,0,0,1,1,931,484,292,163,114,56,52,21,62217,16,13,13,7,7,7,5,8
5,12,2965,5,3,3,1,5,4,2,8,2,5,1231,2,3,5,1,5,0,0,0,1,683,407,256,155,121,91,67,47,11551,35,23,14,17,10,6,7,5,54047,7,8,13623,6,2,5,6,1,1,0,4,2,0,3033,5,3,0,4,4,1,3,1376,646,412,263,163,116,79,90,58115,50,47,42,21,18,9,8,5
1,0,2482,0,0,0,0,0,0,0,0,0,0,929,0,0,0,0,0,0,0,0,0,430,222,129,63,42,16,19,12,11260,19,12,4,3,1,3,1,3,55305,0,0,13645,0,0,0,0,0,0,0,0,0,0,2695,0,0,0,0,0,0,0,1044,480,268,148,84,20,28,21,60551,19,8,10,8,6,2,3,4
2,4,2573,2,3,3,1,2,1,1,0,0,0,1062,0,0,0,0,0,0,0,0,0,605,317,223,155,99,69,62,38,11683,20,23,7,19,7,2,2,8,57227,9,3,12211,5,5,0,0,2,0,1,1,0,0,2640,0,0,1,0,1,0,1,1062,589,294,189,140,79,81,50,58264,46,26,19,13,14,10,15,9
8,5,1997,7,1,3,2,3,1,0,0,0,0,831,0,0,0,0,0,0,0,0,0,481,324,160,128,93,77,57,58,10815,39,26,17,10,10,6,6,6,60019,5,6,10873,2,3,4,0,0,0,0,0,0,0,2059,0,0,0,0,0,0,0,844,470,315,198,113,90,76,61,59501,40,39,26,20,18,15,21,11
11,4,2500,4,1,4,2,1,2,2,1,0,0,972,0,0,0,0,0,0,0,0,0,552,358,277,204,118,96,75,76,11422,43,36,43,21,20,20,21,9,54169,9,11,13706,2,5,2,2,1,1,1,2,1,1,2672,0,0,0,0,0,0,0,1040,575,380,272,204,150,130,88,59406,65,60,39,30,24,27,20,10
2,2,2300,1,3,6,1,1,0,1,0,3,0,875,2,1,0,1,3,0,0,0,0,410,265,175,112,59,42,44,23,11465,24,21,15,16,7,9,6,12,55620,5,8,13382,3,4,2,1,1,3,0,2,2,0,2522,1,0,3,1,0,0,2,925,482,283,172,101,76,40,43,60278,33,22,26,13,8,4,10,8
12,7,2109,6,5,6,3,5,6,1,5,4,2,838,4,3,2,2,4,3,2,0,1,438,235,153,119,110,66,50,33,10560,25,34,22,24,11,16,14,10,56810,7,2,12510,4,6,5,4,3,3,2,5,1,4,2262,4,0,1,4,0,2,1,838,410,245,162,114,102,79,79,61134,58,33,39,25,25,11,10,10
0,0,2017,0,0,0,0,0,0,0,0,0,0,665,0,0,0,0,0,0,0,0,0,307,173,101,59,27,27,16,4,12008,5,2,2,1,2,0,0,0,59818,0,0,11895,2,1,0,0,0,0,0,0,0,0,2062,0,0,0,0,0,0,0,649,283,140,102,50,35,21,12,59488,9,4,0,5,1,1,3,3
21,25,3163,26,23,14,27,16,22,7,13,9,12,1259,13,5,11,10,17,12,4,9,4,648,413,277,234,189,130,100,89,13268,75,52,58,39,27,36,18,23,54685,25,26,12741,25,24,25,21,28,18,21,16,14,9,3050,3,8,9,8,7,8,2,1289,693,416,308,210,135,116,100,54975,63,64,64,48,29,38,33,28
7,11,2610,9,5,9,3,10,5,3,3,4,4,931,2,2,1,1,2,4,1,1,1,509,288,256,154,142,112,65,45,13537,32,29,21,28,20,15,8,7,59496,5,14,11771,14,6,6,3,4,5,1,5,4,2,2330,3,1,0,0,3,4,3,862,501,330,210,166,123,72,75,54806,69,51,34,26,32,10,8,11
2,4,3294,0,1,2,2,2,2,2,0,0,1,1458,0,0,0,1,0,1,1,0,0,770,457,237,155,120,59,52,30,13707,24,13,12,19,8,4,4,3,55511,5,0,12920,1,3,1,2,0,1,1,1,0,1,3239,2,0,1,0,0,0,1,1358,783,443,284,196,125,55,35,54465,29,13,24,15,8,15,8,4
13,22,2511,10,11,8,8,13,7,6,6,4,4,1007,5,4,3,4,5,1,2,5,2,573,374,269,212,146,105,78,73,10719,55,36,37,28,28,21,19,18,52756,22,25,13982,19,16,7,14,9,11,11,6,7,3,3032,6,6,5,3,2,1,2,1149,620,381,271,187,131,136,83,60282,68,51,52,37,42,27,23,26
17,8,2619,13,2,5,2,5,1,4,1,3,0,1164,0,0,0,0,0,0,0,0,0,624,430,278,183,154,115,93,65,10505,63,47,38,26,19,18,21,15,50336,17,10,15563,17,9,10,3,4,3,3,4,3,2,3374,2,2,3,0,0,1,0,1372,711,464,315,199,140,119,96,60387,66,62,33,34,24,32,22,17
13,9,2154,10,7,6,5,5,6,3,5,2,3,807,4,1,2,5,0,2,5,1,4,411,232,158,111,103,75,50,50,11057,29,19,23,19,17,19,9,13,56730,7,7,12935,6,10,9,7,6,6,5,4,2,2,2373,4,7,3,1,2,3,2,859,432,235,189,145,88,83,44,60100,34,29,25,31,24,17,9,17
1,0,2455,0,0,0,0,0,0,0,0,0,0,917,0,0,0,0,0,0,0,0,0,460,253,157,118,103,68,47,30,11269,20,18,14,7,6,9,2,3,55361,5,2,13737,1,0,0,0,0,0,0,0,0,0,2669,0,0,0,0,0,0,0,994,502,292,166,133,86,60,41,59870,33,24,14,18,16,7,7,5
16,17,2412,15,14,12,6,12,15,9,6,4,5,976,3,6,5,3,3,4,5,2,2,448,219,159,130,123,72,67,68,12023,60,51,45,27,25,18,15,14,55849,21,11,13037,13,14,20,16,9,5,11,2,5,9,2488,2,8,9,2,8,5,2,958,435,280,198,149,101,79,62,58738,47,41,48,36,19,29,22,20
0,0,1737,0,0,0,0,0,0,0,0,0,0,591,0,0,0,0,0,0,0,0,0,231,116,68,46,28,21,8,14,10567,6,5,2,1,3,1,3,0,58156,1,0,12426,0,0,0,0,0,0,0,0,0,0,1985,0,0,0,0,0,0,0,620,252,143,68,39,36,19,6,62775,6,9,5,0,3,1,1,1
0,0,2231,0,0,0,0,0,0,0,0,0,0,746,0,0,0,0,0,0,0,0,0,356,146,91,53,38,16,1,6,11552,5,2,0,0,0,0,0,0,58191,0,0,12689,0,0,0,0,0,0,0,0,0,0,2256,0,0,0,0,0,0,0,872,387,201,99,48,25,16,6,59951,10,3,1,2,0,0,0,0
3,2,2622,0,0,0,0,0,0,0,0,0,0,1093,0,0,0,0,0,0,0,0,0,567,303,167,110,62,45,26,23,11317,17,8,11,11,6,8,2,4,54908,1,0,13711,3,1,3,0,0,0,0,0,0,0,2977,0,0,0,0,0,0,0,1212,630,337,179,118,78,49,19,59287,18,17,16,13,5,8,3,0
8,6,2165,8,7,2,7,4,2,5,6,3,2,811,1,1,3,3,2,2,1,1,3,451,231,161,92,63,58,54,52,11063,39,28,23,14,16,8,8,5,57786,7,11,12199,14,6,6,6,3,7,8,3,3,4,2208,1,5,3,3,1,2,1,825,456,264,159,95,62,49,45,60094,32,36,19,14,12,5,13,9
3,4,1931,0,2,0,4,1,5,0,2,0,1,738,0,1,1,1,0,0,0,0,0,397,237,155,102,63,71,39,42,10876,36,12,11,17,8,6,4,7,57808,4,2,11936,3,2,2,2,0,0,0,0,0,0,2126,0,0,0,0,0,0,0,711,425,216,161,100,95,59,45,61356,48,32,37,16,14,6,8,9
14,9,3394,14,10,14,6,4,8,8,4,3,6,1461,2,2,5,3,5,5,0,1,2,778,474,335,252,183,153,124,87,12954,82,57,40,46,32,34,27,30,53301,36,27,13886,26,19,11,12,5,5,8,3,7,2,3469,9,0,3,3,3,2,4,1519,702,482,311,235,200,139,107,54327,98,76,57,35,49,40,51,27
3,2,2367,3,4,3,2,1,1,3,1,1,0,962,0,0,0,0,0,0,0,0,0,509,328,197,142,85,80,65,42,11087,34,25,29,18,8,13,6,3,54551,5,2,13552,6,2,0,1,3,0,1,0,0,0,2711,0,0,0,0,0,0,0,1135,569,334,223,158,100,81,58,60311,46,31,27,22,16,11,11,9
12,12,2436,19,11,11,6,10,8,8,3,2,4,924,7,3,5,4,0,1,2,1,0,540,319,265,188,130,106,78,75,11388,56,53,33,37,31,19,23,12,54336,21,11,13788,18,10,8,8,13,4,5,7,11,5,2759,6,2,8,1,2,3,1,1037,523,361,285,225,137,112,80,59072,62,54,41,31,28,21,18,17
6,11,3738,14,7,7,3,1,11,2,2,1,0,1577,0,2,0,2,1,0,0,2,0,829,495,315,216,134,114,83,61,14316,48,38,33,24,16,20,10,8,52614,13,8,14602,9,7,11,5,5,3,0,1,0,0,3882,1,1,2,0,2,2,0,1595,829,559,351,243,155,113,69,52500,61,48,34,35,26,21,17,14
10,12,3573,9,6,4,10,2,6,4,6,4,5,1436,1,1,1,3,1,1,0,1,2,721,452,257,216,156,119,80,58,14438,50,43,30,22,13,11,11,9,55676,9,11,13233,7,11,9,9,6,7,5,1,4,8,3451,4,3,1,5,0,2,4,1451,659,391,288,185,147,129,71,52156,55,56,36,34,31,17,16,14
7,0,2075,4,4,0,1,1,2,1,1,1,2,695,1,0,2,2,1,1,0,0,1,384,202,154,82,38,33,26,18,11892,8,14,12,9,6,9,6,6,60424,8,6,11058,6,8,2,4,5,4,0,0,1,2,1930,3,0,1,3,0,0,0,705,345,206,100,85,59,50,21,59163,19,18,11,10,11,12,9,6
2,3,2145,1,2,0,0,0,0,0,0,0,0,739,0,0,0,0,0,0,0,0,0,370,249,166,131,69,64,40,32,11771,20,8,11,10,5,4,4,3,60317,6,4,11270,2,0,1,0,0,1,0,1,0,1,1973,1,0,0,0,0,0,0,702,380,231,148,92,84,62,30,58744,33,20,15,9,10,6,7,1
3,4,2341,3,5,1,2,1,1,2,0,1,0,811,0,1,0,2,0,0,0,0,0,402,209,132,78,57,39,25,28,12971,18,10,10,10,6,10,5,4,61658,3,5,10877,4,4,1,2,0,0,0,0,0,0,2025,0,1,0,0,0,0,1,757,379,186,121,94,62,60,28,56445,18,15,17,15,8,5,6,8
15,5,2298,12,8,5,6,3,12,4,2,2,7,907,6,3,5,3,1,7,1,1,0,508,281,209,138,103,80,58,51,12409,47,37,33,30,22,17,19,19,61620,16,18,10066,15,7,8,15,9,10,3,7,8,9,2028,4,4,2,6,2,3,1,826,428,271,190,144,111,71,65,56407,54,50,23,28,29,19,12,18
4,0,2827,0,1,0,1,1,1,0,0,0,0,1011,0,0,0,0,0,0,0,0,0,581,323,187,139,79,58,42,20,13280,12,6,9,8,6,2,2,2,59545,0,0,11297,0,0,0,0,0,0,0,0,0,0,2505,0,0,0,0,0,0,0,920,478,282,205,141,90,61,36,55756,20,24,14,15,5,2,2,0
35,28,3175,19,26,18,15,13,8,14,8,7,14,1386,10,12,3,3,4,2,2,3,0,742,504,330,296,240,168,168,130,12820,92,84,70,53,58,52,40,30,53423,42,24,13617,27,22,17,19,18,15,17,11,14,4,3210,6,6,5,11,5,3,6,1337,803,511,327,288,192,155,137,54390,128,92,96,75,80,45,57,42
3,5,2515,3,1,2,0,0,3,2,0,0,0,1019,0,0,0,0,0,0,0,0,0,569,303,175,127,100,59,39,36,12446,27,23,14,16,10,7,7,0,56290,8,2,13268,2,6,2,1,0,2,0,0,0,0,2645,0,0,0,0,0,0,0,998,526,296,177,115,86,60,49,57785,31,25,32,14,29,16,11,13
1,0,1646,0,0,0,0,0,0,0,0,0,0,564,0,0,0,0,0,0,0,0,0,252,114,53,34,25,14,9,12,10364,9,3,4,6,5,1,3,1,58866,1,1,12059,0,0,0,0,0,0,0,0,0,0,1767,0,0,0,0,0,0,0,586,250,127,73,49,31,11,14,63008,12,6,5,4,1,5,1,3
3,1,2244,2,2,3,1,0,1,1,0,3,1,895,0,1,1,0,0,1,0,0,0,475,266,194,122,100,80,64,44,11354,43,33,17,10,11,12,5,4,56400,3,5,12695,1,6,0,1,0,3,2,0,1,1,2396,1,2,0,0,0,2,0,935,502,291,216,163,110,75,53,59986,60,22,32,13,9,5,3,3
18,9,2747,13,7,6,2,2,4,5,3,1,4,1175,6,4,1,1,1,2,1,1,2,713,426,285,206,135,100,56,56,11343,48,37,26,21,16,19,16,17,54641,3,11,12611,9,13,10,9,7,5,4,4,1,1,2914,6,3,4,0,6,1,5,1292,709,441,298,209,160,124,64,58637,54,35,39,20,27,15,23,11
3,4,3013,3,0,2,0,0,0,0,0,0,0,1218,0,0,0,0,0,0,0,0,0,703,415,282,202,153,109,70,76,12199,45,45,31,17,13,13,10,2,54671,6,7,13001,1,2,1,1,0,2,0,0,0,0,3151,0,0,0,0,0,0,0,1276,733,417,289,199,135,123,105,56995,73,64,30,36,18,17,14,5
13,9,2600,1,7,1,2,4,0,1,1,1,0,994,1,3,2,1,0,2,0,1,0,509,325,182,131,101,75,58,54,11635,42,40,29,30,23,21,13,9,54574,14,15,13675,7,1,8,9,5,6,3,5,3,1,2988,2,1,1,1,1,1,2,1123,539,326,164,149,108,72,58,58963,44,46,26,28,32,24,12,20
9,2,3008,1,1,1,3,2,2,2,1,1,1,1322,1,0,3,0,2,0,0,1,1,645,420,254,193,131,94,66,44,12570,26,18,22,6,11,12,7,8,54644,9,7,13543,10,1,2,5,3,2,0,5,2,1,3156,0,1,1,2,0,0,1,1381,665,442,313,186,121,108,58,56289,40,44,21,13,10,5,9,5
6,1,2383,0,0,0,0,0,0,0,0,0,0,863,0,0,0,0,0,0,0,0,0,350,184,129,65,50,30,13,13,12569,9,4,1,3,4,4,2,5,60447,0,0,11280,0,0,0,0,0,0,0,0,0,0,2155,0,0,0,0,0,0,0,795,379,204,111,66,52,39,31,57710,12,11,7,2,3,1,7,0
8,11,2271,13,10,10,10,9,6,5,11,4,8,857,2,7,2,4,2,1,2,3,2,415,227,118,97,65,46,40,32,11954,24,20,26,18,15,22,17,11,59341,12,13,11314,10,11,9,9,7,11,8,11,4,5,2201,8,6,1,3,6,2,4,883,418,232,144,94,75,54,37,58459,28,10,22,19,25,12,12,12
4,5,2950,5,4,3,1,1,1,0,1,0,0,1127,0,0,0,0,0,0,0,0,0,590,347,207,152,106,71,59,44,13319,33,21,16,15,10,14,10,4,56729,13,7,12778,2,1,0,0,0,0,2,0,0,2,2805,0,0,0,0,0,0,0,1135,560,315,214,140,106,76,44,55774,38,36,32,21,16,9,14,11
12,8,2506,5,1,0,2,1,3,3,3,1,1,1052,2,2,1,0,0,0,0,0,0,548,342,223,174,116,83,60,60,12726,28,26,25,21,8,10,13,16,58538,6,10,11613,4,4,4,6,3,3,4,5,1,0,2459,1,1,0,1,0,3,1,1020,579,363,213,164,99,60,46,56516,47,42,27,19,13,20,9,9
11,5,2243,3,4,2,3,2,2,2,3,3,0,896,0,3,0,1,0,0,0,2,0,452,270,155,122,94,53,40,37,12035,35,22,20,19,13,14,14,9,58830,15,10,11851,6,7,5,4,4,1,1,1,1,0,2276,0,0,1,1,1,0,0,909,456,232,146,119,85,66,48,58170,32,26,26,20,19,12,21,9
15,16,2677,12,8,9,6,6,7,8,2,6,9,1142,9,8,3,3,4,3,6,6,3,595,300,192,103,79,54,47,31,12158,36,31,19,20,20,13,12,13,55337,7,13,12988,6,10,4,8,5,3,11,2,11,8,2925,8,7,4,12,3,6,6,1165,619,352,181,148,86,56,44,57963,37,39,26,19,21,19,24,16
6,14,3132,7,6,9,1,9,3,2,2,1,1,1129,3,2,2,0,2,1,0,0,0,548,342,251,154,134,100,91,65,13740,53,40,41,22,20,20,14,18,57068,12,11,12608,8,4,9,6,4,5,3,5,2,3,2864,3,2,4,0,1,1,2,1073,578,370,214,179,149,98,80,54361,57,67,44,33,27,23,14,15
3,2,2200,0,4,1,1,1,1,0,0,0,0,908,0,0,0,0,0,0,0,0,0,459,279,164,125,113,55,40,24,12237,13,11,13,5,8,4,4,2,61197,4,1,10880,2,3,3,0,2,1,1,2,1,0,2146,0,0,0,0,0,0,0,855,487,258,162,121,87,65,40,56926,20,20,9,8,7,6,7,2
1,1,3000,1,0,1,0,0,0,0,0,0,0,1188,0,0,0,0,0,0,0,0,0,575,281,152,79,56,38,32,26,14317,9,9,9,4,2,0,0,1,61281,1,0,10863,0,0,1,1,1,0,0,0,0,0,2518,0,0,0,0,0,0,0,1079,510,269,147,88,51,30,27,53304,13,10,12,2,0,3,3,4
18,13,2233,12,4,7,10,4,4,2,4,5,5,768,3,5,6,2,2,1,3,2,3,382,222,133,99,75,51,56,30,12665,36,19,15,16,14,14,8,8,61614,19,12,10720,12,12,11,8,3,5,4,6,8,7,1935,4,4,5,0,5,3,2,703,383,207,140,80,51,69,47,56712,34,42,33,26,20,10,18,17
0,1,2952,0,0,2,1,0,0,0,0,0,0,1233,0,0,0,0,0,0,0,0,0,561,290,187,139,106,67,52,35,13162,19,18,11,8,4,8,1,1,58092,3,2,12292,0,1,0,0,1,0,2,0,0,0,2718,0,0,0,0,0,0,0,1131,571,334,207,129,76,58,62,55356,29,24,14,7,11,13,4,5
1,1,2241,0,1,1,1,0,0,0,0,0,0,891,0,0,0,0,0,0,0,0,0,508,300,172,117,82,71,36,30,12195,27,12,8,3,3,1,1,1,61771,0,0,10143,0,0,0,0,0,0,0,0,0,0,2100,0,0,0,0,0,0,0,850,484,289,197,102,70,59,35,57103,31,23,11,14,7,4,3,0
10,7,1976,3,5,1,3,2,5,1,3,2,0,707,0,0,0,0,0,0,0,0,0,395,254,150,100,75,52,45,39,12098,37,17,18,10,12,13,11,11,62282,8,7,10171,5,5,4,8,2,0,4,2,2,0,1786,2,2,1,0,0,0,0,648,349,225,160,120,80,55,39,57819,33,31,16,19,24,10,9,10
0,0,2790,0,0,0,0,0,0,0,0,0,0,1095,0,0,0,0,0,0,0,0,0,565,278,191,107,85,40,23,21,12568,10,13,10,4,0,0,0,0,57713,0,0,12275,0,0,0,0,0,0,0,0,0,0,2639,0,0,0,0,0,0,0,1175,549,286,177,111,83,53,34,57061,15,12,7,4,2,1,2,1
6,7,2531,6,1,0,0,0,0,0,0,0,0,1055,0,0,0,0,0,0,0,0,0,608,338,193,141,114,84,62,33,12147,24,19,15,20,11,8,13,4,58632,6,4,11452,1,4,1,0,0,2,0,1,1,2,2577,0,0,0,0,0,0,0,1093,572,282,226,179,76,71,61,57170,47,22,20,19,15,12,9,3
1,2,2429,0,1,1,1,0,1,0,0,0,0,886,0,0,0,0,0,0,0,0,0,388,217,168,126,83,79,57,31,12153,41,19,18,13,7,8,5,2,60306,6,2,11317,0,2,0,1,0,0,0,0,0,0,2410,0,0,0,0,0,0,0,845,382,250,151,109,75,77,67,57112,31,25,26,27,17,13,9,3
5,0,2023,2,1,1,3,0,0,0,0,0,0,735,0,0,0,0,0,0,0,0,0,377,205,109,74,53,28,23,18,11479,14,14,4,0,4,2,4,0,60516,12,5,10952,0,4,4,0,3,1,0,1,1,0,2029,0,0,0,0,0,0,0,727,389,198,121,63,44,25,17,59651,15,13,9,9,3,4,4,2
0,0,2280,0,0,0,0,0,0,0,0,0,0,857,0,0,0,0,0,0,0,0,0,464,241,137,95,54,25,13,5,11583,9,2,3,1,1,4,0,1,58669,0,0,11876,0,0,0,0,0,0,0,0,0,0,2235,0,0,0,0,0,0,0,874,417,238,138,71,59,40,27,59547,13,6,6,2,5,1,1,0
8,4,2767,10,5,4,2,0,0,2,0,0,0,1089,2,0,0,0,0,1,1,0,0,578,372,216,131,97,81,70,50,11995,47,27,13,7,15,13,9,4,56839,11,10,12590,4,5,3,1,2,3,2,1,2,2,2809,2,1,1,0,0,0,0,1154,649,364,223,156,95,79,75,57127,48,36,27,21,13,7,5,13
2,4,1873,1,2,1,1,2,0,3,0,0,0,717,0,2,1,1,0,0,0,1,1,354,201,104,51,50,34,22,21,10674,23,16,11,8,6,3,2,2,59151,4,5,11698,5,4,1,1,1,2,2,1,1,0,1995,3,1,1,1,1,2,1,665,325,182,98,65,44,37,19,61387,19,16,14,11,10,10,5,10
6,3,2280,3,0,4,1,3,1,0,0,1,1,965,1,0,3,0,0,1,0,0,2,531,328,212,132,82,70,48,53,11024,30,12,10,15,8,12,2,6,55493,4,5,13311,3,4,1,5,4,1,2,0,1,1,2679,0,2,0,1,0,0,0,1029,500,313,197,139,104,88,58,60041,40,34,26,19,13,11,10,8
4,4,1830,5,2,3,1,0,1,0,1,0,1,733,0,0,0,0,0,0,0,0,0,353,238,164,101,67,52,39,25,10448,14,12,13,8,5,4,6,5,57706,4,5,12316,4,1,3,3,3,1,1,0,0,0,2065,0,0,0,0,0,0,0,730,381,213,166,91,80,59,35,61887,19,29,11,14,11,12,4,7
0,0,1797,2,0,0,0,1,1,1,1,0,0,709,0,0,0,0,0,0,0,0,0,350,167,127,70,64,25,17,11,10866,9,3,3,2,3,3,1,0,59431,1,0,11342,0,1,1,0,0,0,0,2,0,1,1842,0,0,0,0,0,0,0,701,377,205,111,61,51,29,18,61552,13,11,6,3,3,1,2,2
2,2,2433,4,1,0,0,0,0,0,0,0,0,976,0,0,0,0,0,0,0,0,0,483,303,155,131,77,69,54,51,11851,29,30,17,10,13,3,5,4,56943,7,3,12620,2,2,3,1,1,0,0,0,0,0,2463,0,0,0,0,0,0,0,988,470,278,171,108,92,58,37,58883,38,41,25,18,14,15,11,5
4,2,2949,5,0,0,0,0,0,0,0,0,0,1217,0,0,0,0,0,0,0,0,0,681,430,275,165,112,95,53,38,11665,25,16,12,9,9,4,2,4,52878,2,0,14158,0,1,1,0,1,1,1,2,0,0,3248,0,0,0,0,0,0,0,1417,773,444,291,197,136,79,52,58407,38,38,24,23,11,5,0,0
8,2,2480,6,4,6,5,1,1,8,3,3,2,907,2,2,2,2,1,1,2,2,1,528,299,189,155,102,105,74,48,12059,52,44,43,22,18,18,12,13,53633,15,9,14655,15,11,10,6,5,4,2,1,4,1,3091,1,0,1,1,1,1,0,1030,522,290,205,137,116,76,75,58584,58,49,40,46,22,14,14,16
7,8,2408,4,4,3,4,7,2,5,1,4,2,913,3,0,2,3,2,2,3,1,1,478,282,194,153,106,78,76,45,11383,32,33,31,21,15,16,15,12,54003,21,8,14273,10,11,6,3,8,2,5,4,2,4,2783,3,2,0,7,0,2,1,1115,520,310,214,145,129,73,58,59707,50,35,26,18,19,19,11,7
21,18,3274,17,21,9,9,22,7,10,9,9,13,1457,9,7,13,9,6,10,5,6,6,857,493,344,293,201,165,123,95,12516,78,49,53,51,30,31,16,29,51230,19,29,14559,18,17,16,15,16,10,16,7,7,5,3651,8,10,9,8,5,6,6,1582,854,561,379,270,208,156,125,54708,103,81,60,64,44,47,34,35
39,25,4259,29,23,28,32,24,16,21,17,17,19,1880,18,17,18,15,19,12,19,10,11,1019,614,427,326,198,167,137,107,14166,101,88,61,50,60,47,38,38,48096,40,33,15795,36,31,24,36,26,21,24,19,11,10,4562,20,13,10,13,8,12,14,1904,1088,660,451,283,198,175,144,50806,99,76,89,73,52,58,39,39
6,8,3322,1,5,1,3,0,0,3,2,0,2,1387,0,1,0,0,0,0,0,0,0,839,522,374,242,170,110,56,47,12937,50,22,23,20,14,13,17,13,51289,4,9,15354,6,3,8,4,1,1,2,2,1,3,3593,1,1,0,0,0,0,0,1548,847,499,364,253,171,105,92,55419,54,36,31,33,21,14,13,8
112,127,4920,98,93,81,64,62,53,49,46,58,37,2808,48,42,30,41,18,27,32,21,17,1896,1471,1130,912,738,644,559,441,13325,379,305,244,232,220,176,152,129,39850,168,119,14688,112,109,97,90,60,76,51,39,54,56,5117,46,43,40,36,35,23,35,2968,2014,1432,1163,907,755,683,567,41497,432,413,340,274,224,227,179,140
8,9,4589,6,6,4,5,3,2,1,1,2,1,1961,1,1,2,1,1,0,0,0,0,1077,634,384,244,188,143,95,64,15092,57,46,51,26,19,16,17,11,46910,13,12,17206,7,9,6,5,1,3,2,2,3,1,5312,5,1,1,1,0,0,0,2193,1145,633,423,222,149,124,118,50385,98,57,48,47,32,21,25,12
5,3,1962,0,2,3,1,1,3,1,2,2,1,734,2,0,1,3,0,0,1,1,1,351,203,125,63,55,39,26,21,11157,15,14,13,6,10,3,4,4,56929,5,8,13372,3,2,1,2,3,2,4,1,1,3,2176,0,1,4,2,0,0,1,773,361,217,141,66,52,39,21,60878,17,17,15,6,8,6,10,7
0,0,1368,0,0,0,0,0,0,0,0,0,0,442,0,0,0,0,0,0,0,0,0,233,108,52,34,15,15,16,12,8543,11,3,3,1,1,1,0,0,55359,2,0,13691,0,1,0,0,0,0,0,0,0,0,1861,0,0,0,0,0,0,0,534,252,132,68,25,25,23,17,67124,13,7,5,0,3,0,0,0
1,2,921,3,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0,114,54,44,29,19,16,9,8,6848,9,7,12,5,3,4,1,3,57865,4,1,11154,1,1,0,2,0,0,0,2,0,0,1196,0,0,0,0,0,0,0,342,124,81,42,20,25,19,11,70689,15,8,3,8,4,4,4,0
